Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
3.21,-1.047,0,0,0,-0.331,0.041
3.22,-1.047,0,0,0,-0.332,0.038
3.23,-1.047,0,0,0,-0.332,0.035
3.24,-1.047,0,0,0,-0.333,0.031
3.25,-1.047,0,0,0,-0.333,0.028
3.26,-1.047,0,0,0,-0.333,0.025
3.27,-1.047,0,0,0,-0.333,0.022
3.28,-1.047,0,0,0,-0.334,0.018
3.29,-1.047,0,0,0,-0.334,0.015
3.3,-1.047,0,0,0,-0.334,0.012
3.31,-1.047,0,0,0,-0.334,0.008
3.32,-1.047,0,0,0,-0.334,0.005
3.33,-1.047,0,0,0,-0.334,0.002
3.34,-1.047,0,0,0,-0.334,-0.001
3.35,-1.047,0,0,0,-0.333,-0.005
3.36,-0.985,0,0,0,-0.302,-0.007
3.37,-0.816,0,0,0,-0.246,-0.008
3.38,-0.64,0,0,0,-0.192,-0.007
3.39,-0.49,0,0,0,-0.146,-0.006
3.4,-0.369,0,0,0,-0.11,-0.005
3.41,-0.277,0,0,0,-0.082,-0.004
3.42,-0.206,0,0,0,-0.061,-0.003
3.43,-0.154,0,0,0,-0.046,-0.002
3.44,-0.114,0,0,0,-0.034,-0.002
3.45,-0.085,0,0,0,-0.025,-0.001
3.46,-0.063,0,0,0,-0.019,-0.001
3.47,-0.047,0,0,0,-0.014,-0.001
3.48,-0.035,0,0,0,-0.01,-0.001
3.49,-0.026,0,0,0,-0.008,-0.001
3.5,-0.019,0,0,0,-0.006,0
3.51,0.301,0,0,0,0.157,0.009
3.52,0.861,0,0,0,0.291,0.014
3.53,1.001,0,0,0,0.323,0.012
3.54,1.036,0,0,0,0.331,0.009
3.55,1.044,0,0,0,0.334,0.006
3.56,1.046,0,0,0,0.334,0.003
3.57,1.047,0,0,0,0.334,-0.001
3.58,1.047,0,0,0,0.334,-0.004
3.59,1.047,0,0,0,0.334,-0.007
3.6,1.047,0,0,0,0.334,-0.011
