Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X R1,Body Vel Y R1,Body Vel Z R1,Body Vel X R2,Body Vel Y R2,Body Vel Z R2,Body Vel X L1,Body Vel Y L1,Body Vel Z L1,Body Vel X L2,Body Vel Y L2,Body Vel Z L2
11.6,-0.02,0.191,0.004,0.012,0.123,0.195,0.017,0.229,0.015,-0.015,0.128,0.238,0.08,-0.011,0.006,0.081,-0.002,0.043,0.087,-0.011,0.008,0.087,-0.002,0.045
11.61,-0.019,0.179,0.003,0.011,0.115,0.182,0.017,0.215,0.015,-0.014,0.12,0.222,0.075,-0.01,0.005,0.075,-0.002,0.04,0.082,-0.01,0.007,0.082,-0.002,0.042
11.62,-0.018,0.166,0.001,0.011,0.106,0.168,0.016,0.2,0.015,-0.013,0.112,0.206,0.069,-0.009,0.005,0.07,-0.002,0.037,0.076,-0.01,0.007,0.076,-0.002,0.039
11.63,-0.017,0.153,0.001,0.01,0.097,0.154,0.015,0.184,0.014,-0.013,0.103,0.188,0.063,-0.009,0.004,0.064,-0.001,0.033,0.069,-0.009,0.006,0.07,-0.002,0.035
11.64,-0.016,0.139,0,0.009,0.088,0.139,0.014,0.167,0.013,-0.012,0.094,0.17,0.057,-0.008,0.004,0.058,-0.001,0.03,0.063,-0.008,0.005,0.063,-0.001,0.032
11.65,-0.015,0.124,-0.001,0.009,0.078,0.124,0.013,0.15,0.013,-0.011,0.084,0.152,0.051,-0.007,0.003,0.051,-0.001,0.026,0.056,-0.008,0.005,0.056,-0.001,0.028
11.66,-0.013,0.109,-0.001,0.008,0.069,0.109,0.012,0.132,0.011,-0.01,0.075,0.133,0.045,-0.007,0.003,0.045,-0.001,0.023,0.049,-0.007,0.004,0.049,-0.001,0.024
11.67,-0.012,0.094,-0.002,0.007,0.059,0.093,0.011,0.114,0.01,-0.009,0.065,0.115,0.038,-0.006,0.002,0.038,-0.001,0.02,0.042,-0.006,0.003,0.042,-0.001,0.021
11.68,-0.01,0.079,-0.003,0.006,0.049,0.078,0.009,0.096,0.009,-0.007,0.055,0.096,0.032,-0.005,0.002,0.032,-0.001,0.016,0.035,-0.005,0.003,0.036,-0.001,0.017
11.69,-0.009,0.065,-0.003,0.005,0.04,0.063,0.008,0.078,0.008,-0.006,0.045,0.078,0.025,-0.004,0.001,0.026,0,0.013,0.028,-0.004,0.002,0.029,-0.001,0.014
11.7,-0.007,0.05,-0.003,0.004,0.031,0.048,0.006,0.061,0.007,-0.005,0.035,0.06,0.019,-0.003,0.001,0.019,0,0.01,0.022,-0.004,0.002,0.022,0,0.01
11.71,-0.006,0.036,-0.004,0.003,0.022,0.033,0.005,0.043,0.006,-0.004,0.026,0.042,0.013,-0.003,0,0.013,0,0.006,0.015,-0.003,0.001,0.015,0,0.007
11.72,-0.004,0.022,-0.004,0.002,0.013,0.019,0.004,0.027,0.004,-0.003,0.017,0.025,0.007,-0.002,0,0.007,0,0.003,0.009,-0.002,0.001,0.009,0,0.004
11.73,-0.003,0.008,-0.004,0.001,0.004,0.006,0.003,0.01,0.003,-0.002,0.008,0.009,0.001,-0.001,0,0.002,0,0.001,0.002,-0.001,0,0.002,0,0.001
11.74,-0.001,-0.005,-0.005,0.001,-0.004,-0.007,0.001,-0.005,0.002,-0.001,-0.001,-0.007,-0.004,0,-0.001,-0.004,0,-0.002,-0.004,0,0,-0.004,0,-0.002
11.75,0,-0.017,-0.005,0,-0.012,-0.02,0,-0.02,0.001,0,-0.009,-0.022,-0.009,0,-0.001,-0.009,0,-0.005,-0.009,0,-0.001,-0.009,0,-0.005
11.76,0.001,-0.029,-0.005,-0.001,-0.019,-0.031,-0.001,-0.034,0,0.001,-0.017,-0.036,-0.014,0.001,-0.001,-0.014,0,-0.007,-0.014,0.001,-0.001,-0.014,0,-0.007
11.77,0.002,-0.039,-0.005,-0.002,-0.026,-0.042,-0.002,-0.047,-0.001,0.002,-0.024,-0.049,-0.018,0.002,-0.001,-0.018,0,-0.01,-0.019,0.002,-0.001,-0.019,0,-0.01
11.78,0.003,-0.049,-0.006,-0.003,-0.032,-0.052,-0.003,-0.059,-0.002,0.003,-0.031,-0.061,-0.023,0.002,-0.002,-0.023,0,-0.012,-0.024,0.002,-0.002,-0.024,0.001,-0.012
11.79,0.004,-0.058,-0.006,-0.003,-0.038,-0.061,-0.004,-0.07,-0.003,0.004,-0.037,-0.072,-0.026,0.003,-0.002,-0.026,0.001,-0.014,-0.028,0.003,-0.002,-0.028,0.001,-0.014
11.8,0.005,-0.067,-0.006,-0.004,-0.043,-0.07,-0.004,-0.08,-0.003,0.005,-0.042,-0.082,-0.03,0.003,-0.002,-0.03,0.001,-0.016,-0.032,0.003,-0.003,-0.032,0.001,-0.016
11.81,0.006,-0.074,-0.006,-0.004,-0.048,-0.077,-0.005,-0.089,-0.004,0.005,-0.047,-0.091,-0.033,0.003,-0.002,-0.033,0.001,-0.017,-0.035,0.004,-0.003,-0.035,0.001,-0.018
11.82,0.006,-0.08,-0.007,-0.005,-0.052,-0.084,-0.005,-0.096,-0.004,0.006,-0.052,-0.099,-0.035,0.004,-0.003,-0.036,0.001,-0.019,-0.038,0.004,-0.003,-0.038,0.001,-0.019
11.83,0.007,-0.086,-0.007,-0.005,-0.056,-0.089,-0.006,-0.103,-0.005,0.006,-0.056,-0.106,-0.038,0.004,-0.003,-0.038,0.001,-0.02,-0.04,0.004,-0.003,-0.04,0.001,-0.02
11.84,0.007,-0.091,-0.007,-0.005,-0.059,-0.094,-0.006,-0.108,-0.005,0.007,-0.059,-0.112,-0.04,0.004,-0.003,-0.04,0.001,-0.021,-0.042,0.004,-0.004,-0.042,0.001,-0.021
11.85,0.008,-0.094,-0.007,-0.006,-0.061,-0.098,-0.007,-0.113,-0.005,0.007,-0.061,-0.116,-0.041,0.004,-0.003,-0.041,0.001,-0.022,-0.044,0.005,-0.004,-0.044,0.001,-0.022
11.86,0.008,-0.097,-0.007,-0.006,-0.063,-0.1,-0.007,-0.116,-0.006,0.007,-0.063,-0.12,-0.042,0.005,-0.003,-0.042,0.001,-0.022,-0.045,0.005,-0.004,-0.045,0.001,-0.023
11.87,0.008,-0.099,-0.007,-0.006,-0.065,-0.102,-0.007,-0.118,-0.006,0.007,-0.064,-0.122,-0.043,0.005,-0.003,-0.043,0.001,-0.023,-0.046,0.005,-0.004,-0.046,0.001,-0.024
11.88,0.008,-0.1,-0.007,-0.006,-0.065,-0.103,-0.007,-0.119,-0.006,0.007,-0.065,-0.124,-0.043,0.005,-0.003,-0.043,0.001,-0.023,-0.046,0.005,-0.004,-0.046,0.001,-0.024
11.89,0.008,-0.1,-0.007,-0.006,-0.066,-0.104,-0.007,-0.119,-0.006,0.007,-0.065,-0.124,-0.043,0.005,-0.004,-0.043,0.001,-0.023,-0.046,0.005,-0.004,-0.046,0.001,-0.024
11.9,0.008,-0.099,-0.007,-0.006,-0.065,-0.103,-0.007,-0.119,-0.006,0.007,-0.065,-0.123,-0.043,0.005,-0.004,-0.043,0.001,-0.023,-0.046,0.005,-0.004,-0.046,0.001,-0.024
11.91,0.008,-0.098,-0.007,-0.006,-0.065,-0.102,-0.007,-0.117,-0.005,0.007,-0.064,-0.122,-0.042,0.005,-0.004,-0.042,0.001,-0.023,-0.045,0.005,-0.004,-0.045,0.001,-0.024
11.92,0.008,-0.096,-0.007,-0.006,-0.063,-0.1,-0.006,-0.114,-0.005,0.007,-0.063,-0.119,-0.041,0.004,-0.004,-0.041,0.001,-0.022,-0.044,0.005,-0.004,-0.044,0.001,-0.023
11.93,0.007,-0.093,-0.006,-0.006,-0.062,-0.097,-0.006,-0.111,-0.005,0.007,-0.061,-0.116,-0.04,0.004,-0.003,-0.04,0.001,-0.022,-0.043,0.004,-0.004,-0.043,0.001,-0.023
11.94,0.007,-0.09,-0.007,-0.005,-0.059,-0.094,-0.006,-0.107,-0.004,0.006,-0.059,-0.112,-0.039,0.004,-0.003,-0.039,0.001,-0.021,-0.041,0.004,-0.004,-0.041,0.001,-0.022
11.95,0.007,-0.086,-0.006,-0.005,-0.057,-0.09,-0.006,-0.102,-0.004,0.006,-0.056,-0.108,-0.037,0.004,-0.003,-0.037,0.001,-0.02,-0.039,0.004,-0.004,-0.039,0.001,-0.021
11.96,0.006,-0.082,-0.006,-0.005,-0.055,-0.085,-0.005,-0.097,-0.004,0.006,-0.053,-0.102,-0.035,0.004,-0.003,-0.035,0.001,-0.019,-0.037,0.004,-0.004,-0.037,0.001,-0.02
11.97,0.006,-0.077,-0.006,-0.004,-0.052,-0.08,-0.005,-0.092,-0.004,0.005,-0.05,-0.096,-0.033,0.003,-0.003,-0.033,0.001,-0.018,-0.035,0.003,-0.004,-0.035,0.001,-0.019
11.98,0.005,-0.072,-0.006,-0.004,-0.049,-0.075,-0.004,-0.086,-0.003,0.005,-0.047,-0.09,-0.031,0.003,-0.003,-0.031,0.001,-0.017,-0.033,0.003,-0.003,-0.033,0.001,-0.018
11.99,0.005,-0.067,-0.005,-0.004,-0.045,-0.069,-0.004,-0.079,-0.003,0.005,-0.043,-0.084,-0.028,0.003,-0.003,-0.028,0.001,-0.016,-0.03,0.003,-0.003,-0.03,0.001,-0.016
12,-0.08,1.154,-0.694,0.08,0.616,-0.813,-0.235,0.054,0.041,-0.077,0.154,-0.157,0.07,0.008,-0.085,0.068,-0.054,-0.149,0.021,0.01,0.017,0.018,-0.052,-0.047
12.01,-0.248,2.953,-1.649,0.16,1.559,-1.831,-0.549,0.238,0.075,-0.155,0.394,-0.212,0.143,0.009,-0.13,0.139,-0.101,-0.202,0.056,0.012,0.018,0.052,-0.098,-0.054
12.02,-0.329,2.261,-1.142,-0.086,1.093,-1.099,-0.302,0.153,-0.101,0.091,0.08,0.084,0.133,0.002,-0.079,0.128,-0.106,-0.074,0.049,0.005,-0.014,0.044,-0.103,-0.009
12.03,-0.278,1.379,-0.606,-0.267,0.614,-0.38,-0.097,0.073,-0.242,0.27,-0.201,0.357,0.135,0.003,-0.05,0.13,-0.105,0.004,0.051,0.006,-0.029,0.047,-0.102,0.025
12.04,-0.159,1.32,-0.54,-0.244,0.703,-0.386,-0.153,0.12,-0.258,0.244,-0.193,0.426,0.164,0.011,-0.058,0.159,-0.107,-0.001,0.073,0.014,-0.025,0.068,-0.104,0.033
12.05,-0.064,1.306,-0.485,-0.219,0.827,-0.434,-0.198,0.204,-0.281,0.217,-0.117,0.421,0.187,0.016,-0.058,0.182,-0.104,0.003,0.094,0.018,-0.026,0.089,-0.102,0.036
12.06,-0.003,1.04,-0.299,-0.25,0.763,-0.255,-0.151,0.26,-0.338,0.246,-0.104,0.452,0.198,0.018,-0.049,0.194,-0.097,0.029,0.109,0.02,-0.031,0.105,-0.095,0.047
12.07,0.117,0.718,-0.133,-0.249,0.689,-0.092,-0.128,0.298,-0.366,0.245,-0.111,0.512,0.209,0.018,-0.041,0.206,-0.092,0.05,0.125,0.021,-0.034,0.122,-0.089,0.057
12.08,0.092,0.734,-0.091,-0.257,0.695,-0.017,-0.105,0.363,-0.383,0.252,-0.064,0.526,0.224,0.018,-0.037,0.222,-0.088,0.059,0.143,0.02,-0.034,0.14,-0.086,0.062
12.09,0.093,0.744,-0.058,-0.237,0.693,0.049,-0.106,0.407,-0.368,0.23,-0.035,0.565,0.235,0.018,-0.034,0.233,-0.082,0.068,0.159,0.02,-0.03,0.156,-0.081,0.072
12.1,0.083,0.723,-0.009,-0.217,0.653,0.151,-0.098,0.438,-0.346,0.209,-0.02,0.613,0.242,0.017,-0.029,0.241,-0.075,0.08,0.172,0.019,-0.027,0.171,-0.073,0.082
12.11,0.068,0.695,0.041,-0.196,0.61,0.247,-0.085,0.473,-0.323,0.189,0.007,0.64,0.248,0.017,-0.023,0.247,-0.066,0.089,0.185,0.018,-0.024,0.184,-0.065,0.089
12.12,0.064,0.675,0.079,-0.165,0.58,0.313,-0.08,0.508,-0.293,0.158,0.043,0.655,0.251,0.016,-0.02,0.251,-0.057,0.093,0.196,0.017,-0.02,0.196,-0.056,0.094
12.13,0.063,0.657,0.107,-0.13,0.553,0.364,-0.079,0.538,-0.258,0.123,0.081,0.663,0.253,0.014,-0.018,0.253,-0.048,0.096,0.206,0.015,-0.016,0.206,-0.047,0.098
12.14,0.058,0.635,0.13,-0.098,0.522,0.409,-0.073,0.565,-0.225,0.092,0.117,0.664,0.253,0.012,-0.015,0.254,-0.039,0.097,0.214,0.013,-0.012,0.215,-0.039,0.1
12.15,0.051,0.612,0.146,-0.069,0.49,0.445,-0.064,0.588,-0.193,0.063,0.15,0.661,0.251,0.01,-0.014,0.252,-0.031,0.097,0.22,0.01,-0.01,0.222,-0.031,0.101
12.16,0.046,0.591,0.153,-0.041,0.46,0.469,-0.056,0.604,-0.161,0.036,0.179,0.655,0.248,0.007,-0.013,0.249,-0.024,0.096,0.225,0.007,-0.008,0.227,-0.024,0.101
12.17,0.04,0.57,0.153,-0.016,0.43,0.484,-0.047,0.615,-0.13,0.012,0.204,0.645,0.243,0.003,-0.013,0.245,-0.018,0.093,0.228,0.003,-0.006,0.23,-0.018,0.1
12.18,0.031,0.55,0.147,0.004,0.401,0.492,-0.036,0.621,-0.102,-0.008,0.225,0.631,0.237,-0.001,-0.014,0.239,-0.013,0.09,0.229,-0.001,-0.006,0.231,-0.013,0.098
12.19,0.022,0.529,0.137,0.021,0.372,0.492,-0.023,0.621,-0.076,-0.025,0.242,0.614,0.229,-0.005,-0.014,0.232,-0.009,0.086,0.228,-0.005,-0.005,0.23,-0.009,0.095
12.2,0.012,0.508,0.123,0.035,0.344,0.486,-0.011,0.616,-0.051,-0.038,0.254,0.596,0.221,-0.009,-0.015,0.224,-0.005,0.082,0.225,-0.009,-0.005,0.228,-0.006,0.092
12.21,0.002,0.487,0.105,0.045,0.317,0.474,0.002,0.606,-0.028,-0.048,0.262,0.575,0.211,-0.013,-0.016,0.215,-0.003,0.077,0.221,-0.013,-0.005,0.224,-0.003,0.088
12.22,-0.009,0.466,0.086,0.052,0.291,0.457,0.016,0.592,-0.008,-0.055,0.267,0.553,0.201,-0.017,-0.017,0.204,-0.001,0.072,0.215,-0.017,-0.006,0.219,-0.001,0.083
12.23,-0.019,0.444,0.066,0.057,0.265,0.437,0.029,0.573,0.011,-0.06,0.268,0.528,0.19,-0.021,-0.018,0.193,0.001,0.067,0.208,-0.021,-0.006,0.212,0,0.079
12.24,-0.029,0.421,0.045,0.06,0.24,0.415,0.04,0.549,0.029,-0.063,0.264,0.503,0.178,-0.024,-0.018,0.182,0.001,0.062,0.2,-0.025,-0.006,0.203,0.001,0.074
12.25,-0.039,0.397,0.026,0.061,0.216,0.388,0.052,0.523,0.044,-0.063,0.26,0.474,0.166,-0.027,-0.018,0.169,0.002,0.057,0.19,-0.028,-0.007,0.194,0.001,0.068
12.26,-0.048,0.372,0.008,0.06,0.194,0.36,0.063,0.495,0.057,-0.063,0.254,0.443,0.153,-0.03,-0.018,0.156,0.002,0.051,0.18,-0.031,-0.007,0.183,0.002,0.063
12.27,-0.056,0.347,-0.01,0.058,0.172,0.331,0.071,0.462,0.069,-0.061,0.244,0.413,0.14,-0.032,-0.018,0.143,0.002,0.046,0.168,-0.033,-0.007,0.172,0.002,0.057
12.28,-0.063,0.32,-0.026,0.056,0.15,0.301,0.078,0.428,0.079,-0.059,0.232,0.382,0.127,-0.034,-0.017,0.13,0.002,0.041,0.156,-0.035,-0.007,0.159,0.002,0.052
12.29,-0.068,0.292,-0.039,0.053,0.129,0.27,0.084,0.392,0.087,-0.056,0.219,0.349,0.113,-0.035,-0.016,0.116,0.002,0.036,0.143,-0.036,-0.007,0.147,0.001,0.046
12.3,-0.072,0.264,-0.051,0.049,0.109,0.24,0.088,0.355,0.094,-0.052,0.204,0.315,0.1,-0.036,-0.015,0.103,0.002,0.032,0.13,-0.036,-0.006,0.133,0.001,0.041
12.31,-0.075,0.235,-0.061,0.045,0.091,0.208,0.09,0.317,0.098,-0.048,0.19,0.28,0.086,-0.036,-0.014,0.089,0.002,0.027,0.117,-0.036,-0.005,0.119,0.001,0.036
12.32,-0.077,0.205,-0.069,0.042,0.072,0.179,0.091,0.278,0.101,-0.045,0.173,0.247,0.073,-0.035,-0.013,0.076,0.002,0.023,0.103,-0.036,-0.005,0.105,0.001,0.031
12.33,-0.076,0.176,-0.075,0.038,0.054,0.149,0.09,0.238,0.103,-0.041,0.155,0.213,0.06,-0.034,-0.011,0.062,0.001,0.019,0.089,-0.035,-0.004,0.091,0.001,0.026
12.34,-0.075,0.146,-0.079,0.034,0.038,0.12,0.088,0.2,0.102,-0.037,0.137,0.179,0.047,-0.033,-0.01,0.049,0.001,0.015,0.075,-0.033,-0.003,0.077,0.001,0.022
12.35,-0.073,0.117,-0.082,0.029,0.022,0.093,0.084,0.162,0.1,-0.032,0.12,0.145,0.035,-0.031,-0.008,0.037,0.001,0.011,0.061,-0.031,-0.002,0.062,0.001,0.017
12.36,-0.07,0.088,-0.083,0.026,0.007,0.066,0.08,0.124,0.097,-0.029,0.102,0.111,0.023,-0.029,-0.006,0.025,0.001,0.008,0.047,-0.029,-0.001,0.048,0.001,0.013
12.37,-0.065,0.06,-0.083,0.022,-0.007,0.04,0.074,0.087,0.092,-0.025,0.083,0.079,0.012,-0.026,-0.005,0.013,0.001,0.004,0.034,-0.027,0,0.035,0.001,0.009
12.38,-0.06,0.033,-0.081,0.019,-0.02,0.015,0.067,0.052,0.087,-0.021,0.065,0.047,0.001,-0.023,-0.003,0.002,0.001,0.001,0.021,-0.024,0.001,0.021,0.001,0.005
12.39,-0.054,0.006,-0.079,0.015,-0.032,-0.008,0.06,0.018,0.08,-0.017,0.048,0.016,-0.009,-0.02,-0.001,-0.009,0.001,-0.002,0.008,-0.021,0.002,0.008,0.001,0.001
12.4,-0.048,-0.019,-0.075,0.012,-0.044,-0.03,0.052,-0.015,0.073,-0.014,0.03,-0.013,-0.019,-0.017,0,-0.019,0.001,-0.005,-0.004,-0.018,0.003,-0.004,0.001,-0.002
12.41,-0.041,-0.042,-0.071,0.009,-0.054,-0.051,0.044,-0.046,0.065,-0.01,0.013,-0.041,-0.028,-0.014,0.002,-0.028,0.002,-0.008,-0.016,-0.014,0.004,-0.016,0.001,-0.006
12.42,-0.034,-0.065,-0.066,0.006,-0.063,-0.07,0.036,-0.075,0.057,-0.007,-0.003,-0.068,-0.036,-0.011,0.003,-0.037,0.002,-0.01,-0.027,-0.011,0.005,-0.027,0.001,-0.009
12.43,-0.027,-0.086,-0.061,0.003,-0.072,-0.088,0.028,-0.102,0.048,-0.004,-0.019,-0.092,-0.044,-0.008,0.004,-0.044,0.002,-0.013,-0.037,-0.008,0.005,-0.037,0.001,-0.012
12.44,-0.019,-0.105,-0.056,0,-0.079,-0.104,0.02,-0.127,0.039,-0.001,-0.034,-0.115,-0.051,-0.005,0.006,-0.052,0.002,-0.015,-0.046,-0.005,0.006,-0.047,0.002,-0.015
12.45,-0.012,-0.123,-0.05,-0.003,-0.085,-0.119,0.012,-0.149,0.03,0.002,-0.047,-0.137,-0.057,-0.002,0.007,-0.058,0.002,-0.017,-0.055,-0.002,0.006,-0.056,0.002,-0.017
12.46,-0.005,-0.139,-0.044,-0.005,-0.091,-0.132,0.004,-0.17,0.022,0.005,-0.061,-0.156,-0.063,0.001,0.007,-0.064,0.002,-0.019,-0.063,0.001,0.007,-0.064,0.002,-0.02
12.47,0.001,-0.153,-0.038,-0.007,-0.096,-0.144,-0.004,-0.189,0.013,0.008,-0.073,-0.174,-0.068,0.004,0.008,-0.069,0.002,-0.021,-0.07,0.004,0.007,-0.072,0.002,-0.022
12.48,0.008,-0.165,-0.032,-0.01,-0.1,-0.155,-0.011,-0.205,0.005,0.01,-0.084,-0.19,-0.072,0.007,0.009,-0.074,0.002,-0.023,-0.076,0.007,0.007,-0.078,0.002,-0.024
12.49,0.013,-0.176,-0.027,-0.012,-0.103,-0.164,-0.017,-0.219,-0.003,0.013,-0.094,-0.204,-0.075,0.009,0.009,-0.077,0.002,-0.024,-0.082,0.009,0.007,-0.084,0.002,-0.026
12.5,0.019,-0.185,-0.022,-0.013,-0.106,-0.171,-0.023,-0.231,-0.01,0.015,-0.103,-0.215,-0.078,0.011,0.009,-0.08,0.002,-0.025,-0.086,0.012,0.007,-0.088,0.002,-0.028
12.51,0.024,-0.192,-0.016,-0.015,-0.107,-0.177,-0.029,-0.241,-0.017,0.017,-0.11,-0.225,-0.081,0.013,0.009,-0.082,0.002,-0.026,-0.09,0.014,0.006,-0.092,0.002,-0.029
12.52,0.028,-0.197,-0.012,-0.016,-0.108,-0.182,-0.033,-0.248,-0.023,0.018,-0.116,-0.233,-0.082,0.015,0.01,-0.084,0.002,-0.027,-0.093,0.015,0.006,-0.095,0.002,-0.031
12.53,0.032,-0.201,-0.008,-0.018,-0.108,-0.185,-0.037,-0.253,-0.028,0.02,-0.121,-0.239,-0.083,0.016,0.01,-0.085,0.002,-0.028,-0.095,0.017,0.006,-0.097,0.002,-0.032
12.54,0.035,-0.203,-0.004,-0.019,-0.108,-0.187,-0.041,-0.257,-0.033,0.021,-0.125,-0.243,-0.083,0.018,0.009,-0.085,0.002,-0.028,-0.097,0.018,0.005,-0.099,0.002,-0.033
12.55,0.037,-0.203,-0.001,-0.019,-0.107,-0.188,-0.043,-0.258,-0.037,0.022,-0.128,-0.245,-0.083,0.019,0.009,-0.085,0.002,-0.029,-0.097,0.019,0.005,-0.099,0.002,-0.033
12.56,0.039,-0.203,0.002,-0.02,-0.105,-0.187,-0.045,-0.257,-0.04,0.022,-0.13,-0.245,-0.083,0.019,0.009,-0.085,0.002,-0.029,-0.097,0.02,0.004,-0.099,0.002,-0.033
12.57,0.04,-0.2,0.005,-0.02,-0.103,-0.186,-0.047,-0.255,-0.043,0.023,-0.13,-0.243,-0.081,0.02,0.009,-0.083,0.002,-0.029,-0.096,0.02,0.004,-0.098,0.002,-0.034
12.58,0.041,-0.197,0.007,-0.02,-0.101,-0.183,-0.048,-0.251,-0.045,0.023,-0.129,-0.24,-0.08,0.02,0.008,-0.082,0.002,-0.028,-0.095,0.02,0.003,-0.097,0.002,-0.033
12.59,0.041,-0.192,0.008,-0.02,-0.098,-0.179,-0.048,-0.245,-0.046,0.023,-0.127,-0.236,-0.078,0.02,0.008,-0.079,0.002,-0.028,-0.093,0.02,0.003,-0.094,0.002,-0.033
12.6,0.041,-0.186,0.01,-0.02,-0.095,-0.173,-0.048,-0.238,-0.046,0.022,-0.125,-0.23,-0.075,0.02,0.007,-0.077,0.002,-0.027,-0.09,0.02,0.002,-0.092,0.002,-0.032
12.61,0.041,-0.179,0.01,-0.02,-0.091,-0.167,-0.047,-0.23,-0.046,0.022,-0.121,-0.222,-0.072,0.019,0.007,-0.074,0.002,-0.026,-0.087,0.02,0.002,-0.088,0.002,-0.032
12.62,0.039,-0.172,0.011,-0.019,-0.087,-0.161,-0.046,-0.22,-0.046,0.021,-0.117,-0.214,-0.069,0.019,0.006,-0.07,0.002,-0.026,-0.083,0.019,0.001,-0.085,0.002,-0.031
12.63,0.038,-0.163,0.011,-0.018,-0.082,-0.153,-0.044,-0.209,-0.044,0.02,-0.111,-0.204,-0.065,0.018,0.006,-0.067,0.001,-0.024,-0.079,0.018,0.001,-0.08,0.002,-0.029
12.64,0.036,-0.154,0.011,-0.017,-0.078,-0.144,-0.042,-0.197,-0.043,0.019,-0.106,-0.193,-0.062,0.017,0.005,-0.063,0.001,-0.023,-0.074,0.017,0.001,-0.076,0.002,-0.028
12.65,0.034,-0.144,0.011,-0.016,-0.073,-0.135,-0.04,-0.185,-0.041,0.018,-0.099,-0.182,-0.058,0.016,0.005,-0.059,0.001,-0.022,-0.07,0.016,0.001,-0.071,0.002,-0.026
12.66,0.032,-0.134,0.01,-0.015,-0.068,-0.126,-0.037,-0.172,-0.038,0.017,-0.092,-0.169,-0.053,0.015,0.005,-0.054,0.001,-0.02,-0.065,0.015,0,-0.066,0.002,-0.025
12.67,0.03,-0.123,0.009,-0.013,-0.062,-0.116,-0.034,-0.158,-0.036,0.015,-0.085,-0.156,-0.049,0.014,0.004,-0.05,0.001,-0.019,-0.059,0.014,0,-0.06,0.002,-0.023
12.68,0.027,-0.112,0.009,-0.012,-0.057,-0.105,-0.031,-0.143,-0.033,0.014,-0.077,-0.143,-0.044,0.013,0.004,-0.045,0.001,-0.017,-0.054,0.013,0,-0.055,0.002,-0.021
12.69,0.025,-0.101,0.008,-0.011,-0.051,-0.095,-0.028,-0.129,-0.03,0.012,-0.069,-0.129,-0.04,0.011,0.003,-0.041,0.001,-0.016,-0.048,0.012,0,-0.049,0.001,-0.019
12.7,0.022,-0.089,0.007,-0.009,-0.046,-0.084,-0.025,-0.114,-0.026,0.011,-0.061,-0.115,-0.035,0.01,0.003,-0.036,0.001,-0.014,-0.043,0.01,0,-0.043,0.001,-0.017
12.71,0.019,-0.078,0.006,-0.008,-0.04,-0.073,-0.022,-0.099,-0.023,0.009,-0.053,-0.1,-0.031,0.009,0.002,-0.031,0.001,-0.012,-0.037,0.009,0,-0.037,0.001,-0.015
12.72,0.016,-0.066,0.005,-0.007,-0.034,-0.062,-0.019,-0.084,-0.02,0.007,-0.045,-0.086,-0.026,0.007,0.002,-0.026,0.001,-0.01,-0.031,0.008,0,-0.032,0.001,-0.012
12.73,0.014,-0.055,0.004,-0.005,-0.029,-0.052,-0.016,-0.07,-0.016,0.006,-0.037,-0.071,-0.021,0.006,0.002,-0.022,0.001,-0.008,-0.026,0.006,0,-0.026,0.001,-0.01
12.74,0.011,-0.044,0.003,-0.004,-0.023,-0.04,-0.012,-0.055,-0.013,0.005,-0.029,-0.057,-0.017,0.005,0.001,-0.017,0.001,-0.007,-0.02,0.005,0,-0.02,0.001,-0.008
12.75,0.008,-0.033,0.003,-0.003,-0.018,-0.03,-0.009,-0.041,-0.01,0.003,-0.022,-0.043,-0.012,0.004,0.001,-0.013,0.001,-0.005,-0.015,0.004,0,-0.015,0.001,-0.006
12.76,0.006,-0.022,0.002,-0.001,-0.012,-0.02,-0.007,-0.027,-0.007,0.002,-0.014,-0.03,-0.008,0.002,0.001,-0.008,0.001,-0.003,-0.009,0.002,0,-0.01,0.001,-0.004
12.77,0.003,-0.012,0.001,0,-0.007,-0.01,-0.004,-0.014,-0.004,0,-0.007,-0.016,-0.004,0.001,0,-0.004,0,-0.002,-0.004,0.001,0,-0.004,0,-0.002
12.78,0.001,-0.002,0.001,0.001,-0.001,0,-0.001,-0.001,-0.002,-0.001,0,-0.004,0,0,0,0,0,0,0,0,0,0,0,0
12.79,-0.001,0.008,0,0.002,0.004,0.009,0.001,0.011,0.001,-0.002,0.006,0.008,0.004,-0.001,0,0.004,0,0.002,0.005,-0.001,0,0.005,0,0.002
12.8,-0.003,0.017,0,0.003,0.008,0.017,0.003,0.022,0.003,-0.003,0.012,0.02,0.008,-0.002,-0.001,0.008,0,0.003,0.009,-0.002,0,0.01,0,0.004
12.81,-0.005,0.025,0,0.004,0.013,0.026,0.005,0.033,0.005,-0.004,0.018,0.031,0.011,-0.003,-0.001,0.012,0,0.004,0.013,-0.003,0,0.014,0,0.005
12.82,-0.007,0.033,0,0.004,0.017,0.033,0.007,0.043,0.007,-0.005,0.023,0.041,0.015,-0.003,-0.001,0.015,0,0.006,0.017,-0.003,0,0.018,0,0.007
12.83,-0.008,0.041,0,0.005,0.021,0.04,0.009,0.052,0.009,-0.005,0.028,0.05,0.018,-0.004,-0.001,0.018,0,0.007,0.021,-0.004,0,0.021,0,0.008
