Time (s),JointVel_1_R1,JointVel_2_R1,JointVel_3_R1,JointVel_1_R2,JointVel_2_R2,JointVel_3_R2,JointVel_1_L1,JointVel_2_L1,JointVel_3_L1,JointVel_1_L2,JointVel_2_L2,JointVel_3_L2,Body Vel X R1,Body Vel Y R1,Body Vel Z R1,Body Vel X R2,Body Vel Y R2,Body Vel Z R2,Body Vel X L1,Body Vel Y L1,Body Vel Z L1,Body Vel X L2,Body Vel Y L2,Body Vel Z L2
18.47,-0.056,-0.199,-0.316,0.063,-0.184,-0.324,0.053,0.198,0.313,-0.055,0.202,0.305,-0.001,-0.088,0.019,-0.001,-0.087,0.018,-0.001,-0.088,-0.015,-0.001,-0.087,-0.016
18.48,-0.053,-0.192,-0.305,0.061,-0.179,-0.31,0.053,0.196,0.298,-0.059,0.209,0.282,-0.001,-0.085,0.017,-0.001,-0.084,0.017,0,-0.084,-0.015,0,-0.084,-0.016
18.49,-0.05,-0.182,-0.294,0.058,-0.172,-0.298,0.052,0.188,0.286,-0.057,0.2,0.271,-0.001,-0.081,0.016,-0.001,-0.081,0.016,0,-0.081,-0.015,0,-0.08,-0.015
18.5,-0.049,-0.172,-0.283,0.052,-0.164,-0.287,0.05,0.182,0.272,-0.051,0.18,0.271,-0.001,-0.078,0.015,-0.001,-0.077,0.015,0,-0.078,-0.015,0,-0.077,-0.015
18.51,-0.046,-0.165,-0.27,0.05,-0.157,-0.274,0.048,0.172,0.263,-0.05,0.173,0.259,0,-0.074,0.014,0,-0.074,0.014,0,-0.074,-0.015,0,-0.074,-0.015
18.52,-0.045,-0.159,-0.257,0.047,-0.152,-0.26,0.047,0.168,0.249,-0.049,0.168,0.246,0,-0.071,0.013,0,-0.071,0.013,0,-0.071,-0.015,0,-0.07,-0.015
18.53,-0.043,-0.151,-0.245,0.044,-0.146,-0.247,0.046,0.161,0.236,-0.048,0.161,0.234,0,-0.067,0.012,0,-0.067,0.012,0,-0.067,-0.014,0,-0.067,-0.014
18.54,-0.042,-0.144,-0.232,0.041,-0.139,-0.235,0.049,0.166,0.213,-0.047,0.156,0.22,0,-0.064,0.011,0,-0.064,0.011,0,-0.064,-0.014,0,-0.064,-0.014
18.55,-0.039,-0.134,-0.221,0.037,-0.131,-0.223,0.046,0.157,0.202,-0.044,0.147,0.21,0,-0.061,0.01,0,-0.06,0.01,0,-0.061,-0.013,0,-0.06,-0.014
18.56,-0.036,-0.125,-0.21,0.035,-0.122,-0.212,0.039,0.136,0.201,-0.041,0.136,0.2,0,-0.057,0.009,0,-0.057,0.009,0,-0.057,-0.013,0,-0.057,-0.013
18.57,-0.034,-0.119,-0.197,0.033,-0.117,-0.198,0.038,0.13,0.188,-0.04,0.131,0.188,0,-0.054,0.009,0,-0.054,0.009,0,-0.054,-0.013,0,-0.054,-0.013
18.58,-0.033,-0.113,-0.185,0.031,-0.112,-0.185,0.037,0.125,0.175,-0.038,0.125,0.175,0,-0.051,0.008,0,-0.051,0.008,0,-0.051,-0.012,0,-0.051,-0.012
18.59,-0.03,-0.106,-0.173,0.029,-0.105,-0.173,0.035,0.118,0.164,-0.036,0.117,0.164,0,-0.047,0.007,0,-0.047,0.007,0,-0.047,-0.012,0,-0.047,-0.012
18.6,-0.028,-0.098,-0.162,0.027,-0.098,-0.162,0.033,0.111,0.152,-0.034,0.11,0.153,0,-0.044,0.007,0,-0.044,0.007,0,-0.044,-0.011,0,-0.044,-0.011
18.61,-0.026,-0.091,-0.15,0.025,-0.092,-0.15,0.031,0.103,0.141,-0.032,0.103,0.142,0,-0.041,0.006,0,-0.041,0.006,0,-0.041,-0.01,0,-0.041,-0.01
18.62,-0.024,-0.085,-0.139,0.023,-0.086,-0.139,0.03,0.097,0.13,-0.031,0.099,0.128,0,-0.038,0.006,0,-0.038,0.006,0,-0.038,-0.01,0,-0.038,-0.01
18.63,-0.022,-0.078,-0.129,0.021,-0.079,-0.128,0.027,0.09,0.12,-0.029,0.092,0.118,0,-0.035,0.005,0,-0.035,0.005,0,-0.035,-0.009,0,-0.035,-0.009
18.64,-0.02,-0.071,-0.118,0.019,-0.072,-0.117,0.025,0.082,0.11,-0.026,0.084,0.109,0,-0.032,0.004,0,-0.032,0.005,0,-0.032,-0.008,0,-0.032,-0.008
18.65,-0.019,-0.065,-0.108,0.017,-0.067,-0.107,0.023,0.075,0.101,-0.023,0.073,0.103,0,-0.029,0.004,0,-0.029,0.004,0,-0.029,-0.008,0,-0.029,-0.008
18.66,-0.017,-0.06,-0.097,0.016,-0.062,-0.096,0.021,0.069,0.09,-0.021,0.068,0.092,0,-0.026,0.004,0,-0.026,0.004,0,-0.026,-0.007,0,-0.026,-0.007
18.67,-0.016,-0.055,-0.087,0.014,-0.057,-0.086,0.02,0.064,0.08,-0.02,0.062,0.082,0,-0.024,0.003,0,-0.024,0.004,0,-0.024,-0.007,0,-0.024,-0.006
18.68,-0.014,-0.049,-0.077,0.013,-0.051,-0.076,0.018,0.057,0.071,-0.018,0.056,0.073,0,-0.021,0.003,0,-0.021,0.003,0,-0.021,-0.006,0,-0.021,-0.006
18.69,-0.013,-0.044,-0.068,0.011,-0.045,-0.067,0.017,0.055,0.059,-0.016,0.05,0.064,0,-0.018,0.003,0,-0.019,0.003,0,-0.018,-0.005,0,-0.019,-0.005
18.7,-0.011,-0.038,-0.059,0.009,-0.039,-0.059,0.015,0.047,0.052,-0.014,0.043,0.056,0,-0.016,0.002,0,-0.016,0.002,0,-0.016,-0.005,0,-0.016,-0.005
18.71,-0.01,-0.033,-0.051,0.008,-0.033,-0.051,0.013,0.041,0.044,-0.012,0.037,0.048,0,-0.014,0.002,0,-0.014,0.002,0,-0.014,-0.004,0,-0.014,-0.004
18.72,-0.009,-0.028,-0.042,0.007,-0.029,-0.042,0.011,0.035,0.037,-0.011,0.032,0.04,0,-0.011,0.002,0,-0.012,0.002,0,-0.011,-0.003,0,-0.012,-0.003
18.73,-0.008,-0.024,-0.034,0.006,-0.024,-0.034,0.009,0.03,0.029,-0.009,0.027,0.032,0,-0.009,0.001,0,-0.009,0.001,0,-0.009,-0.003,0,-0.009,-0.003
18.74,-0.006,-0.02,-0.026,0.005,-0.019,-0.027,0.008,0.024,0.023,-0.007,0.021,0.026,0,-0.007,0.001,0,-0.007,0.001,0,-0.007,-0.002,0,-0.007,-0.002
18.75,-0.005,-0.016,-0.018,0.004,-0.015,-0.02,0.006,0.019,0.016,-0.006,0.017,0.019,0,-0.005,0.001,0,-0.005,0.001,0,-0.005,-0.002,0,-0.005,-0.002
18.76,-0.004,-0.012,-0.012,0.003,-0.01,-0.013,0.003,0.01,0.013,-0.004,0.011,0.013,0,-0.003,0.001,0,-0.003,0.001,0,-0.003,-0.001,0,-0.003,-0.001
18.77,-0.003,-0.008,-0.005,0.002,-0.007,-0.006,0.002,0.007,0.006,-0.002,0.008,0.006,0,-0.002,0.001,0,-0.002,0,0,-0.002,-0.001,0,-0.002,-0.001
18.78,-0.002,-0.005,0.002,0.001,-0.004,0.001,0.002,0.004,0,-0.001,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
18.79,-0.001,-0.001,0.007,0.001,-0.001,0.007,0,0,-0.006,0,0,-0.006,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0
18.8,0,0.003,0.013,0,0.003,0.012,-0.001,-0.004,-0.012,0.001,-0.004,-0.011,0,0.003,0,0,0.003,0,0,0.003,0,0,0.003,0
18.81,0.001,0.006,0.018,-0.001,0.006,0.017,-0.002,-0.007,-0.017,0.002,-0.007,-0.016,0,0.005,-0.001,0,0.005,-0.001,0,0.005,0.001,0,0.005,0.001
18.82,0.002,0.009,0.022,-0.002,0.009,0.022,-0.003,-0.01,-0.022,0.003,-0.011,-0.021,0,0.006,-0.001,0,0.006,-0.001,0,0.006,0.001,0,0.006,0.001
18.83,0.003,0.012,0.027,-0.003,0.012,0.027,-0.004,-0.013,-0.026,0.004,-0.014,-0.025,0,0.007,-0.001,0,0.007,-0.001,0,0.007,0.001,0,0.007,0.001
18.84,0.004,0.015,0.031,-0.004,0.015,0.031,-0.005,-0.016,-0.03,0.005,-0.017,-0.029,0,0.009,-0.001,0,0.008,-0.001,0,0.009,0.002,0,0.009,0.002
18.85,0.004,0.018,0.035,-0.004,0.017,0.035,-0.005,-0.018,-0.034,0.006,-0.019,-0.033,0,0.01,-0.001,0,0.01,-0.001,0,0.01,0.002,0,0.01,0.002
18.86,0.005,0.02,0.039,-0.005,0.019,0.039,-0.006,-0.021,-0.038,0.007,-0.022,-0.037,0,0.011,-0.002,0,0.011,-0.001,0,0.011,0.002,0,0.011,0.002
18.87,0.006,0.022,0.041,-0.005,0.022,0.042,-0.007,-0.022,-0.041,0.007,-0.024,-0.04,0,0.011,-0.002,0,0.012,-0.002,0,0.011,0.002,0,0.012,0.002
18.88,0.009,0.021,0.043,-0.003,0.025,0.045,-0.01,-0.022,-0.042,0.005,-0.027,-0.042,0,0.012,-0.002,0,0.012,-0.002,0,0.012,0.002,0,0.012,0.003
18.89,0.008,0.024,0.045,-0.005,0.025,0.047,-0.01,-0.025,-0.045,0.007,-0.029,-0.044,0,0.012,-0.002,0,0.013,-0.002,0,0.012,0.003,0,0.013,0.003
18.9,0.007,0.027,0.048,-0.006,0.026,0.049,-0.009,-0.028,-0.047,0.009,-0.03,-0.045,0,0.013,-0.002,0,0.013,-0.002,0,0.013,0.003,0,0.013,0.003
18.91,0.007,0.029,0.05,-0.008,0.026,0.051,-0.008,-0.03,-0.049,0.01,-0.031,-0.047,0,0.014,-0.002,0,0.014,-0.002,0,0.014,0.003,0,0.014,0.003
18.92,0.006,0.031,0.052,-0.009,0.025,0.052,-0.007,-0.032,-0.051,0.012,-0.03,-0.048,0,0.014,-0.002,0,0.014,-0.002,0,0.014,0.003,0,0.014,0.003
18.93,0.006,0.03,0.05,-0.008,0.025,0.051,-0.006,-0.03,-0.051,0.012,-0.029,-0.047,0,0.014,-0.002,0,0.013,-0.002,0,0.014,0.003,0,0.013,0.003
18.94,0.006,0.028,0.048,-0.008,0.025,0.048,-0.007,-0.028,-0.048,0.01,-0.027,-0.046,0,0.013,-0.002,0,0.013,-0.002,0,0.013,0.003,0,0.013,0.003
18.95,0.007,0.027,0.047,-0.007,0.027,0.047,-0.009,-0.028,-0.047,0.008,-0.028,-0.047,0,0.013,-0.002,0,0.013,-0.002,0,0.013,0.003,0,0.013,0.003
18.96,0.013,0.037,0.035,-0.007,0.03,0.045,-0.012,-0.026,-0.045,0.005,-0.029,-0.047,0,0.012,-0.002,0,0.013,-0.003,0,0.012,0.003,0,0.013,0.002
18.97,0.012,0.033,0.035,-0.006,0.027,0.045,-0.011,-0.024,-0.043,0.004,-0.025,-0.046,0,0.011,-0.002,0,0.012,-0.002,0,0.011,0.002,0,0.012,0.002
18.98,0.011,0.027,0.036,-0.003,0.025,0.045,-0.011,-0.021,-0.041,0.002,-0.024,-0.046,0,0.011,-0.001,0,0.012,-0.002,0,0.011,0.002,0,0.012,0.002
18.99,0.008,0.028,0.034,-0.006,0.02,0.041,-0.008,-0.023,-0.038,0.005,-0.019,-0.041,0,0.011,-0.001,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19,0.005,0.029,0.036,-0.008,0.018,0.041,-0.006,-0.027,-0.038,0.008,-0.019,-0.04,0,0.011,-0.001,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.01,0.004,0.028,0.036,-0.008,0.018,0.039,-0.005,-0.027,-0.037,0.008,-0.018,-0.039,0,0.011,-0.001,0,0.01,-0.002,-0.001,0.011,0.003,-0.001,0.01,0.002
19.02,0.005,0.026,0.034,-0.007,0.018,0.038,-0.007,-0.026,-0.035,0.006,-0.018,-0.038,0,0.01,-0.001,0,0.01,-0.002,0,0.01,0.003,0,0.01,0.002
19.03,0.008,0.024,0.033,-0.005,0.021,0.038,-0.009,-0.024,-0.034,0.004,-0.019,-0.039,0,0.01,-0.001,0,0.01,-0.002,0,0.01,0.003,0,0.01,0.002
19.04,0.003,0.011,0.042,-0.003,0.018,0.038,-0.008,-0.021,-0.033,0.004,-0.018,-0.037,0,0.01,0,0,0.01,-0.001,0,0.01,0.003,0,0.01,0.002
19.05,0.004,0.014,0.038,-0.004,0.019,0.035,-0.007,-0.022,-0.031,0.005,-0.019,-0.035,0,0.009,-0.001,0,0.009,-0.002,0,0.009,0.002,0,0.009,0.002
19.06,0.005,0.019,0.037,-0.006,0.023,0.034,-0.008,-0.026,-0.031,0.007,-0.022,-0.034,0,0.01,-0.001,0,0.01,-0.002,0,0.01,0.003,0,0.01,0.002
19.07,0.005,0.019,0.037,-0.006,0.022,0.033,-0.003,-0.012,-0.042,0.006,-0.019,-0.036,0,0.01,-0.001,0,0.01,-0.002,0,0.01,0.002,0,0.01,0.002
19.08,0.005,0.021,0.037,-0.007,0.024,0.033,-0.003,-0.014,-0.042,0.007,-0.021,-0.036,0,0.01,-0.002,0,0.01,-0.002,0,0.01,0.002,0,0.01,0.002
19.09,0.006,0.022,0.038,-0.008,0.026,0.034,-0.004,-0.017,-0.042,0.007,-0.024,-0.036,0,0.01,-0.002,0,0.01,-0.002,0,0.01,0.003,0,0.01,0.002
19.1,0.006,0.023,0.039,-0.008,0.027,0.035,-0.005,-0.018,-0.043,0.008,-0.024,-0.037,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.11,0.006,0.022,0.041,-0.008,0.027,0.036,-0.005,-0.019,-0.044,0.008,-0.025,-0.038,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.12,0.006,0.022,0.042,-0.008,0.027,0.037,-0.005,-0.02,-0.044,0.008,-0.025,-0.039,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.13,0.006,0.023,0.043,-0.008,0.027,0.038,-0.005,-0.02,-0.045,0.008,-0.026,-0.04,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.14,0.006,0.023,0.044,-0.008,0.028,0.039,-0.005,-0.021,-0.045,0.008,-0.026,-0.04,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.002
19.15,0.006,0.023,0.044,-0.008,0.028,0.039,-0.005,-0.021,-0.045,0.008,-0.026,-0.04,0,0.012,-0.001,0,0.011,-0.002,0,0.012,0.003,0,0.011,0.002
19.16,0.007,0.024,0.044,-0.007,0.028,0.04,-0.01,-0.033,-0.036,0.009,-0.029,-0.039,0,0.011,-0.002,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.003
19.17,0.007,0.021,0.043,-0.005,0.024,0.04,-0.008,-0.029,-0.036,0.005,-0.015,-0.047,0,0.011,-0.001,0,0.011,-0.002,0,0.011,0.003,0,0.011,0.003
19.18,0.008,0.021,0.038,-0.005,0.024,0.037,-0.008,-0.027,-0.033,0.004,-0.016,-0.043,0,0.01,-0.002,0,0.01,-0.002,0,0.01,0.003,0,0.01,0.003
19.19,0.01,0.023,0.035,-0.004,0.025,0.036,-0.009,-0.025,-0.032,0.004,-0.019,-0.042,0,0.01,-0.002,0,0.01,-0.002,0,0.01,0.002,0,0.01,0.003
19.2,0.01,0.021,0.032,-0.003,0.022,0.035,-0.009,-0.023,-0.03,0.003,-0.018,-0.039,0,0.009,-0.002,0,0.009,-0.001,0,0.009,0.002,0,0.009,0.003
19.21,0.01,0.019,0.029,-0.002,0.02,0.034,-0.009,-0.021,-0.028,0.003,-0.018,-0.036,0,0.008,-0.002,0,0.009,-0.001,0,0.008,0.002,0,0.009,0.003
19.22,0.009,0.02,0.027,-0.002,0.018,0.032,-0.007,-0.02,-0.026,0.003,-0.017,-0.033,0,0.008,-0.002,0,0.008,-0.001,0,0.008,0.002,0,0.008,0.003
19.23,0.007,0.019,0.025,-0.003,0.015,0.03,-0.006,-0.019,-0.025,0.004,-0.014,-0.03,0,0.007,-0.002,0,0.007,-0.001,0,0.007,0.002,0,0.007,0.003
19.24,0.007,0.017,0.023,-0.002,0.014,0.027,-0.006,-0.018,-0.022,0.003,-0.013,-0.028,0,0.006,-0.001,0,0.007,-0.001,0,0.006,0.002,0,0.007,0.002
19.25,0.006,0.015,0.019,-0.002,0.012,0.024,-0.006,-0.015,-0.019,0.002,-0.011,-0.024,0,0.005,-0.001,0,0.006,0,0,0.005,0.001,0,0.006,0.002
19.26,0.005,0.014,0.016,-0.002,0.01,0.02,-0.004,-0.014,-0.016,0.002,-0.008,-0.021,0,0.005,-0.001,0,0.005,0,0,0.005,0.001,0,0.005,0.002
19.27,0.004,0.014,0.014,-0.003,0.008,0.018,-0.003,-0.014,-0.014,0.003,-0.007,-0.019,0,0.004,-0.001,0,0.004,0,0,0.004,0.001,0,0.004,0.002
19.28,0.003,0.013,0.012,-0.004,0.008,0.015,-0.004,-0.014,-0.011,0.006,-0.017,-0.007,0,0.004,-0.001,0,0.004,0,0,0.004,0.001,0,0.004,0.002
19.29,0.002,0.011,0.012,-0.003,0.007,0.014,-0.003,-0.012,-0.011,0.005,-0.014,-0.008,0,0.004,-0.001,0,0.003,0,0,0.004,0.001,0,0.003,0.001
19.3,0.002,0.008,0.013,-0.002,0.005,0.015,-0.002,-0.008,-0.012,0.004,-0.011,-0.009,0,0.004,-0.001,0,0.003,0,0,0.004,0.001,0,0.003,0.001
19.31,0.002,0.007,0.012,-0.002,0.005,0.014,-0.002,-0.007,-0.011,0.003,-0.01,-0.009,0,0.003,-0.001,0,0.003,0,0,0.003,0.001,0,0.003,0.001
19.32,0.002,0.008,0.01,-0.002,0.006,0.012,-0.002,-0.007,-0.01,0.002,-0.008,-0.009,0,0.003,-0.001,0,0.003,-0.001,0,0.003,0,0,0.003,0.001
19.33,0.002,0.007,0.009,-0.002,0.006,0.01,-0.002,-0.006,-0.009,0.002,-0.007,-0.008,0,0.003,-0.001,0,0.003,-0.001,0,0.003,0,0,0.003,0.001
19.34,0.001,0.006,0.008,-0.002,0.005,0.009,-0.002,-0.006,-0.008,0.002,-0.006,-0.007,0,0.002,-0.001,0,0.002,-0.001,0,0.002,0,0,0.002,0
19.35,0.001,0.006,0.007,-0.002,0.005,0.008,-0.002,-0.005,-0.007,0.002,-0.006,-0.007,0,0.002,-0.001,0,0.002,-0.001,0,0.002,0,0,0.002,0
19.36,0.001,0.006,0.007,-0.002,0.004,0.007,-0.001,-0.005,-0.007,0.002,-0.005,-0.006,0,0.002,-0.001,0,0.002,-0.001,0,0.002,0,0,0.002,0
19.37,0.001,0.005,0.006,-0.002,0.004,0.007,-0.001,-0.005,-0.006,0.002,-0.005,-0.006,0,0.002,-0.001,0,0.002,-0.001,0,0.002,0,0,0.002,0
19.38,0.001,0.005,0.006,-0.002,0.004,0.006,-0.001,-0.004,-0.006,0.002,-0.004,-0.005,0,0.002,-0.001,0,0.002,0,0,0.002,0,0,0.002,0
19.39,0.001,0.005,0.006,-0.002,0.004,0.006,-0.001,-0.004,-0.006,0.002,-0.004,-0.005,0,0.002,-0.001,0,0.002,0,0,0.002,0,0,0.002,0
19.4,0.001,0.005,0.005,-0.002,0.003,0.006,-0.001,-0.004,-0.006,0.001,-0.004,-0.005,0,0.002,-0.001,0,0.002,0,0,0.002,0,0,0.002,0
19.41,0.001,0.004,0.005,-0.002,0.003,0.005,-0.001,-0.004,-0.005,0.001,-0.004,-0.005,0,0.002,0,0,0.001,0,0,0.002,0,0,0.001,0
19.42,0.001,0.004,0.005,-0.002,0.003,0.005,-0.001,-0.004,-0.005,0.001,-0.004,-0.005,0,0.002,0,0,0.001,0,0,0.002,0,0,0.001,0
19.43,0.001,0.004,0.005,-0.002,0.003,0.005,-0.001,-0.004,-0.005,0.001,-0.003,-0.005,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.44,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.004,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.45,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.46,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.47,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.48,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.49,0.001,0.004,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.5,0.001,0.003,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.005,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.51,0.001,0.003,0.005,-0.001,0.003,0.005,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.52,0.001,0.003,0.005,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.53,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.54,0.001,0.003,0.004,-0.001,0.003,0.005,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.55,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.56,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.57,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.58,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.59,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.6,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.61,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.003,-0.004,0.001,-0.003,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.62,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.002,-0.004,0.001,-0.002,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.63,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.002,-0.004,0.001,-0.002,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.64,0.001,0.003,0.004,-0.001,0.003,0.004,-0.001,-0.002,-0.004,0.001,-0.002,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.65,0.001,0.003,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.004,0.001,-0.002,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.66,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.004,0,-0.002,-0.004,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.67,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.68,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.69,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.7,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.71,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.72,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.73,0.001,0.002,0.004,-0.001,0.002,0.004,-0.001,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.74,0.001,0.002,0.004,-0.001,0.002,0.004,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.75,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.76,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.77,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.78,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.79,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.8,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.81,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.82,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.83,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.84,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.85,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.86,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.87,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
19.88,0.001,0.002,0.003,-0.001,0.002,0.003,0,-0.002,-0.003,0.001,-0.002,-0.003,0,0.001,0,0,0.001,0,0,0.001,0,0,0.001,0
