Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
3.920, -1.047, -0.000, 0.000, 0.306, 0.069, -0.000
3.940, -1.047, 0.000, -0.000, 0.308, 0.063, -0.000
3.960, -1.047, 0.000, -0.000, 0.309, 0.056, -0.000
3.980, -1.047, 0.000, -0.000, 0.310, 0.050, -0.000
4.000, -1.047, -0.000, 0.000, 0.311, 0.044, -0.000
4.020, -1.047, 0.000, -0.000, 0.312, 0.037, -0.000
4.040, -1.047, -0.000, 0.000, 0.313, 0.030, -0.000
4.060, -1.047, 0.000, -0.000, 0.313, 0.024, -0.000
4.080, -1.047, -0.000, 0.000, 0.314, 0.017, -0.000
4.100, -0.881, -0.000, 0.000, 0.275, 0.010, -0.000
4.120, -0.542, -0.000, 0.000, 0.175, 0.004, -0.000
4.140, -0.308, 0.000, -0.000, 0.101, 0.001, -0.000
4.160, -0.171, 0.000, -0.000, 0.056, 0.000, -0.000
4.180, -0.095, 0.000, -0.000, 0.031, 0.000, -0.000
4.200, -0.052, 0.000, -0.000, 0.017, 0.000, -0.000
4.220, -0.029, 0.000, -0.000, 0.009, 0.000, -0.000
4.240, -0.016, -0.000, 0.000, 0.005, 0.000, -0.000
4.260, -0.009, 0.000, -0.000, 0.003, 0.000, -0.000
4.280, -0.005, -0.000, 0.000, 0.002, 0.000, -0.000
4.300, -0.003, 0.000, -0.000, 0.001, 0.000, -0.000
4.320, -0.001, 0.000, -0.000, 0.000, 0.000, -0.000
4.340, -0.001, -0.000, 0.000, 0.000, 0.000, -0.000
4.360, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000
4.380, -0.000, -0.000, 0.000, 0.000, 0.000, -0.000
4.400, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.420, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.440, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.460, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.480, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.500, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.520, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.540, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.560, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.580, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.600, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.620, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.640, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.660, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.680, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.700, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.720, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.740, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.760, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.780, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.800, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.820, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.840, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.860, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.880, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.900, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.920, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.940, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.960, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
4.980, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.020, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.040, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.060, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.080, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.100, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.120, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.140, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.160, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.180, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.200, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.220, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.240, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.260, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.280, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.300, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.320, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.340, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.360, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.380, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.400, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.420, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.440, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.460, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.480, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.500, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.520, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.540, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
