Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,error_force,gamma_1,gamma_2,gamma_3,gamma_4
28.080, -0.686, 0.846, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.009
28.100, -0.681, 0.840, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
28.120, -0.701, 0.820, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
28.140, -0.692, 0.835, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
28.160, -0.663, 0.854, 1.000, 1.000, 0.001, 1.000, 0.316, 0.000, 0.020, 0.011, 0.021, 0.010
28.180, -0.646, 0.855, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
28.200, -0.613, 0.865, 1.000, 1.000, 0.037, 1.000, 0.270, 0.000, 0.020, 0.011, 0.022, 0.010
28.220, -0.586, 0.865, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
28.240, -0.583, 0.852, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.010, 0.022, 0.009
28.260, -0.540, 0.868, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.009
28.280, -0.472, 0.878, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.020, 0.011, 0.022, 0.010
28.300, -0.393, 0.877, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
28.320, -0.295, 0.871, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
28.340, -0.168, 0.862, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
28.360, 0.006, 0.849, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
28.380, 0.242, 0.830, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
28.400, 0.516, 0.798, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.022, 0.010
28.420, 0.738, 0.750, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.022, 0.010
28.440, 0.846, 0.688, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.021, 0.010, 0.021, 0.009
28.460, 0.880, 0.620, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.021, 0.010
28.480, 0.887, 0.553, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
28.500, 0.885, 0.482, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
28.520, 0.879, 0.402, 1.000, 0.078, 1.000, 1.000, 1.000, 0.922, 0.022, 0.010, 0.021, 0.011
28.540, 0.873, 0.307, 1.000, 0.000, 1.000, 1.000, 0.564, 1.000, 0.022, 0.010, 0.021, 0.011
28.560, 0.864, 0.183, 1.000, 0.000, 1.000, 1.000, 0.117, 1.000, 0.022, 0.010, 0.021, 0.010
28.580, 0.851, 0.015, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.020, 0.010
28.600, 0.832, -0.214, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.020, 0.010
28.620, 0.802, -0.488, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.020, 0.010
28.640, 0.704, -0.653, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
28.660, 0.592, -0.752, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.021, 0.011, 0.020, 0.010
28.680, 0.459, -0.797, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
28.700, 0.335, -0.825, 0.000, 1.000, 0.000, 1.000, 0.134, 1.000, 0.022, 0.011, 0.020, 0.010
28.720, 0.172, -0.829, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
28.740, -0.086, -0.807, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.020, 0.010
28.760, -0.419, -0.768, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
28.780, -0.676, -0.735, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
28.800, -0.823, -0.677, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
28.820, -0.875, -0.601, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
28.840, -0.888, -0.495, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.010
28.860, -0.884, -0.386, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.021, 0.009
28.880, -0.880, -0.223, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.009
28.900, -0.868, -0.030, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.009
28.920, -0.852, 0.203, 1.000, 1.000, 0.235, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.009
28.940, -0.828, 0.455, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
28.960, -0.798, 0.661, 1.000, 1.000, 0.834, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
28.980, -0.762, 0.779, 1.000, 1.000, 0.761, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.000, -0.731, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.020, -0.706, 0.842, 1.000, 1.000, 0.558, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.040, -0.688, 0.845, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.060, -0.669, 0.851, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.080, -0.697, 0.819, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
29.100, -0.702, 0.823, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
29.120, -0.688, 0.839, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.021, 0.009
29.140, -0.660, 0.855, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.020, 0.010, 0.022, 0.010
29.160, -0.602, 0.878, 1.000, 1.000, 0.295, 1.000, 0.000, 0.000, 0.020, 0.011, 0.022, 0.010
29.180, -0.573, 0.868, 1.000, 1.000, 0.080, 1.000, 0.000, 0.000, 0.020, 0.011, 0.022, 0.010
29.200, -0.585, 0.846, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.010, 0.022, 0.010
29.220, -0.572, 0.853, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.020, 0.011, 0.022, 0.010
29.240, -0.509, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
29.260, -0.437, 0.878, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
29.280, -0.350, 0.874, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
29.300, -0.240, 0.867, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
29.320, -0.093, 0.857, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.010, 0.022, 0.010
29.340, 0.109, 0.841, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.010
29.360, 0.369, 0.817, 1.000, 0.000, 1.000, 1.000, 0.427, 1.000, 0.022, 0.010, 0.022, 0.010
29.380, 0.633, 0.778, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.022, 0.010
29.400, 0.802, 0.722, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.420, 0.868, 0.656, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.440, 0.885, 0.589, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
29.460, 0.886, 0.520, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
29.480, 0.882, 0.446, 1.000, 0.057, 1.000, 1.000, 1.000, 0.943, 0.022, 0.010, 0.021, 0.011
29.500, 0.876, 0.360, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.520, 0.869, 0.254, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.540, 0.858, 0.111, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.560, 0.843, -0.084, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.021, 0.010
29.580, 0.797, -0.325, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.020, 0.010
29.600, 0.729, -0.543, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
29.620, 0.655, -0.708, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
29.640, 0.552, -0.789, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
29.660, 0.439, -0.825, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
29.680, 0.323, -0.842, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.020, 0.010
29.700, 0.130, -0.828, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.720, -0.110, -0.815, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
29.740, -0.412, -0.785, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.760, -0.681, -0.740, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
29.780, -0.826, -0.679, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.010
29.800, -0.881, -0.573, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.010
29.820, -0.889, -0.441, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.010
29.840, -0.883, -0.293, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
29.860, -0.873, -0.118, 0.000, 1.000, 0.414, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.009
29.880, -0.859, 0.098, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.009
29.900, -0.839, 0.347, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.009
29.920, -0.812, 0.582, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
29.940, -0.774, 0.744, 1.000, 1.000, 1.000, 0.109, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
29.960, -0.737, 0.818, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
29.980, -0.706, 0.843, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
30.000, -0.689, 0.845, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
30.020, -0.679, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
30.040, -0.701, 0.820, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.009
30.060, -0.703, 0.824, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.009
30.080, -0.702, 0.828, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.009
30.100, -0.664, 0.858, 1.000, 1.000, 0.401, 1.000, 0.000, 0.000, 0.021, 0.011, 0.021, 0.010
30.120, -0.603, 0.880, 1.000, 1.000, 0.433, 1.000, 0.000, 0.000, 0.021, 0.011, 0.022, 0.010
30.140, -0.583, 0.865, 1.000, 1.000, 0.038, 1.000, 0.000, 0.000, 0.021, 0.011, 0.022, 0.010
30.160, -0.569, 0.858, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.020, 0.011, 0.022, 0.011
30.180, -0.590, 0.838, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.020, 0.010, 0.022, 0.010
30.200, -0.531, 0.871, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
30.220, -0.461, 0.878, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
30.240, -0.380, 0.876, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
30.260, -0.279, 0.870, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.009
30.280, -0.146, 0.861, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.010
30.300, 0.037, 0.847, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.010
30.320, 0.281, 0.826, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.022, 0.010
30.340, 0.554, 0.792, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.022, 0.010
30.360, 0.761, 0.742, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.022, 0.010
30.380, 0.855, 0.678, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
30.400, 0.882, 0.611, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
30.420, 0.887, 0.543, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
30.440, 0.884, 0.471, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
30.460, 0.879, 0.390, 1.000, 0.013, 1.000, 1.000, 1.000, 0.987, 0.022, 0.010, 0.021, 0.011
30.480, 0.871, 0.291, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
30.500, 0.862, 0.162, 1.000, 0.018, 1.000, 1.000, 0.000, 0.982, 0.022, 0.010, 0.021, 0.010
30.520, 0.849, -0.014, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.022, 0.010, 0.021, 0.010
30.540, 0.829, -0.252, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.021, 0.010
30.560, 0.758, -0.477, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.021, 0.010
30.580, 0.678, -0.656, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
30.600, 0.578, -0.761, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
30.620, 0.474, -0.815, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
30.640, 0.367, -0.840, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.010
30.660, 0.234, -0.845, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.020, 0.009
30.680, -0.035, -0.810, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
30.700, -0.347, -0.780, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.010
30.720, -0.623, -0.749, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.021, 0.010
30.740, -0.799, -0.696, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.021, 0.010
30.760, -0.872, -0.608, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
30.780, -0.888, -0.499, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
30.800, -0.886, -0.366, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
30.820, -0.878, -0.207, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
30.840, -0.867, -0.009, 0.000, 1.000, 0.845, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.009
30.860, -0.850, 0.227, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.009
30.880, -0.826, 0.477, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.012, 0.022, 0.009
30.900, -0.792, 0.680, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.012, 0.022, 0.009
30.920, -0.754, 0.791, 1.000, 1.000, 0.948, 0.039, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
30.940, -0.721, 0.833, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.021, 0.012, 0.022, 0.009
30.960, -0.703, 0.840, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
30.980, -0.688, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
31.000, -0.678, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
31.020, -0.700, 0.820, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.021, 0.009
31.040, -0.686, 0.839, 1.000, 1.000, 0.000, 0.667, 1.000, 0.000, 0.021, 0.011, 0.021, 0.009
31.060, -0.658, 0.856, 1.000, 1.000, 0.000, 1.000, 0.105, 0.000, 0.021, 0.011, 0.022, 0.010
31.080, -0.642, 0.855, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.022, 0.010
31.100, -0.591, 0.874, 1.000, 1.000, 0.276, 1.000, 0.000, 0.000, 0.021, 0.011, 0.022, 0.010
31.120, -0.598, 0.850, 1.000, 1.000, 0.000, 1.000, 0.296, 0.000, 0.021, 0.011, 0.022, 0.010
31.140, -0.596, 0.848, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.021, 0.010, 0.022, 0.010
31.160, -0.542, 0.872, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.010
31.180, -0.473, 0.879, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.010
31.200, -0.394, 0.877, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.022, 0.009
31.220, -0.297, 0.871, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.009
31.240, -0.170, 0.862, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.010
31.260, 0.004, 0.850, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.022, 0.010
31.280, 0.238, 0.830, 1.000, 0.000, 1.000, 1.000, 0.970, 1.000, 0.022, 0.010, 0.023, 0.010
31.300, 0.512, 0.799, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.023, 0.010
31.320, 0.736, 0.751, 1.000, 0.000, 1.000, 1.000, 0.705, 1.000, 0.022, 0.010, 0.023, 0.010
31.340, 0.846, 0.689, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.011
31.360, 0.880, 0.621, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.011
31.380, 0.887, 0.554, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
31.400, 0.885, 0.483, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.021, 0.011
31.420, 0.880, 0.404, 1.000, 0.003, 1.000, 1.000, 1.000, 0.997, 0.022, 0.010, 0.021, 0.011
31.440, 0.873, 0.309, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.011
31.460, 0.864, 0.186, 1.000, 0.000, 1.000, 1.000, 0.663, 1.000, 0.022, 0.010, 0.021, 0.011
31.480, 0.851, 0.018, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
31.500, 0.833, -0.210, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.022, 0.010, 0.021, 0.010
31.520, 0.789, -0.465, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.021, 0.010
31.540, 0.690, -0.633, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.021, 0.010
31.560, 0.590, -0.747, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.022, 0.011, 0.021, 0.010
31.580, 0.465, -0.797, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.023, 0.011, 0.021, 0.010
31.600, 0.353, -0.829, 0.000, 1.000, 0.000, 1.000, 0.307, 1.000, 0.023, 0.011, 0.021, 0.010
31.620, 0.204, -0.835, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.023, 0.011, 0.021, 0.010
31.640, -0.065, -0.806, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.021, 0.010
31.660, -0.388, -0.773, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.021, 0.011
31.680, -0.657, -0.738, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.022, 0.010
31.700, -0.814, -0.684, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.022, 0.010
31.720, -0.873, -0.606, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.010, 0.022, 0.010
31.740, -0.888, -0.499, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
31.760, -0.885, -0.378, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
31.780, -0.879, -0.215, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
31.800, -0.868, -0.019, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.023, 0.011, 0.022, 0.010
31.820, -0.851, 0.216, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.010
31.840, -0.828, 0.466, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.010
31.860, -0.795, 0.670, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.011, 0.022, 0.010
31.880, -0.754, 0.790, 1.000, 1.000, 1.000, 0.014, 1.000, 0.000, 0.022, 0.012, 0.022, 0.010
31.900, -0.720, 0.834, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.022, 0.012, 0.022, 0.010
31.920, -0.701, 0.841, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.010
31.940, -0.687, 0.843, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
31.960, -0.677, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
31.980, -0.694, 0.825, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
32.000, -0.700, 0.824, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.021, 0.011, 0.022, 0.009
32.020, -0.678, 0.846, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.021, 0.010, 0.022, 0.009
32.040, -0.657, 0.853, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.021, 0.010, 0.022, 0.010
32.060, -0.605, 0.875, 1.000, 1.000, 0.276, 1.000, 0.000, 0.000, 0.021, 0.011, 0.022, 0.010
32.080, -0.592, 0.860, 1.000, 1.000, 0.022, 1.000, 0.000, 0.000, 0.021, 0.010, 0.022, 0.011
32.100, -0.590, 0.851, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.021, 0.010, 0.022, 0.010
32.120, -0.576, 0.854, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.021, 0.011, 0.023, 0.010
32.140, -0.513, 0.876, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.021, 0.011, 0.023, 0.010
32.160, -0.441, 0.879, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.023, 0.010
32.180, -0.355, 0.875, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.023, 0.010
32.200, -0.247, 0.868, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.011, 0.023, 0.009
32.220, -0.102, 0.858, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.023, 0.010
32.240, 0.097, 0.842, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.023, 0.010
32.260, 0.355, 0.818, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.022, 0.010, 0.023, 0.010
32.280, 0.621, 0.780, 1.000, 0.000, 1.000, 1.000, 0.008, 1.000, 0.022, 0.010, 0.022, 0.010
32.300, 0.796, 0.725, 1.000, 0.000, 1.000, 1.000, 0.889, 1.000, 0.022, 0.010, 0.022, 0.010
32.320, 0.866, 0.660, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.022, 0.010, 0.022, 0.011
32.340, 0.885, 0.592, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.023, 0.010, 0.022, 0.011
32.360, 0.886, 0.524, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.023, 0.010, 0.021, 0.011
32.380, 0.883, 0.450, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.023, 0.010, 0.021, 0.011
32.400, 0.877, 0.366, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.023, 0.010, 0.021, 0.011
